# Type | Modules affected | vulnerability title | version ini | version end | other version | vulnerability description | url reference (url1 uel2 ... url3)
Core||Multiple XSS/CSRF Vulnerability|1.5.9|1.5.9||A series of XSS and CSRF faults exist in the administrator application. Affected administrator components include com_admin, com_media, com_search. Both com_admin and com_search contain XSS vulnerabilities, and com_media contains 2 CSRF vulnerabilities.|
Component|com_estateagent|EstateAgent Component 'index.php' SQL Injection Vulnerability|x.x.x|x.x.x|Joomla EstateAgent 0.1|The Joomla! EstateAgent component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/27520/
Component|com_recipes|com_recipes Component 'id' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_recipes|The Joomla! 'com_recipes' component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/27519/
Component|com_buslicense|Mambo/Joomla 'com_buslicense' Component 'aid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_buslicense|The 'com_buslicense' component for Mambo/Joomla is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/27508/
Component|com_musepoes|Mambo/Joomla 'com_musepoes' Component 'aid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_musepoes|The 'com_musepoes' component for Mambo/Joomla is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/27507/
Component|com_glossary|Mambo/Joomla Glossary 'com_glossary' Component SQL Injection Vulnerability|x.x.x|x.x.x|com_glossary|The 'com_glossary' component for Mambo/Joomla is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.NOTE: The original report states that this issue affects 'com_glossary' 2.0. The vendor states that 2.02 is not affected due to the use of 'intval' and that 2.0 is not likely affected.|http://www.securityfocus.com/bid/27505/
Component|com_mamml|com_mamml Component 'index.php' SQL Injection Vulnerability|x.x.x|x.x.x|com_mamml|The Joomla! 'com_mamml' component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/27503/
Component|com_fq|com_fq Component 'index.php' SQL Injection Vulnerability|x.x.x|x.x.x|com_fq|The Joomla 'com_fq' component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/27501/
Component|com_smf|Joomla-SMF Forum Multiple Cross-Site Scripting Vulnerabilities|x.x.x|x.x.x|Joomla Joomla-SMF Forum Component|Joomla-SMF Forum is prone to multiple cross-site scripting vulnerabilities because it fails to properly sanitize user-supplied input.An attacker may leverage these issues to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may allow the attacker to steal cookie-based authentication credentials and to launch other attacks.|http://www.securityfocus.com/bid/27218/
Component|com_directory|mosDirectory Component mosConfig_absolute_path Remote File Include Vulnerability|x.x.x|x.x.x|Phil Taylor mosDirectory 2.3.2 -r3|The mosDirectory component for Joomla! is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/27014/
Component|com_rsgallery|Mambo/Joomla! RSGallery CATID Parameter SQL Injection Vulnerability|x.x.x|x.x.x|RSGallery2 RsGallery 2.0 beta 5|Mambo/Joomla! RSGallery is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/26704/
Core||Index.PHP Multiple SQL Injection Vulnerabilities|1.5.0|1.5.0||Joomla! is prone to multiple SQL-injection vulnerabilities because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting these issues could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/26707/
Component|com_juser|Equipment JUser Component MosConfig_Absolute_Path Remote File Include Vulnerability|x.x.x|x.x.x|Joomla Equipment JUser 1.0.14|The JUser component for Joomla! is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/26499/
Component|com_colorlab|Com_Colorlab Component MosConfig_Live_Site Remote File Include Vulnerability|x.x.x|x.x.x|com_colorlab|The Joomla! Com_Colorlab component is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/26059/
Core||Search Component SearchWord Cross-Site Scripting Vulnerability|1.0.13|1.0.13||The Joomla! Search component is prone to a cross-site scripting vulnerability because the application fails to properly sanitize user-supplied input.An attacker may leverage this issue to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may help the attacker steal cookie-based authentication credentials and launch other attacks.|http://www.securityfocus.com/bid/26031/
Component|com_joomla_flash_uploader|Flash Uploader mosConfig_Absolute_Path Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|Michael Dempfle com_jfu 2.5.1 - 2.5.2|The Joomla! Flash Uploader component is prone to multiple remote file-include vulnerabilities because it fails to sufficiently sanitize user-supplied input.Exploiting these issues may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/26044/
Component|com_jcs|JContentSubscription MosConfig_Absolute_Path Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|Joomla Equipment JContentSubscription 1.5.8|JContentSubscription is prone to multiple remote file-include vulnerabilities because it fails to sufficiently sanitize user-supplied data.Exploiting these issues may allow an attacker to compromise the application and the underlying webserver; other attacks are also possible.|http://www.securityfocus.com/bid/26003/
Component|com_mp3_allopass|Mambo/Joomla! MP3 Allopass MosConfig_Absolute_Path Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|Quoc-Huy MP3 Allopass 1.0|The MP3 Allopass component is prone to multiple remote file-include vulnerabilities because it fails to sufficiently sanitize user-supplied data.Exploiting these issues may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/26002/
Component|com_wmtrssfeedreader|Webmaster-Tips.net Joomla! RSS Feed Reader Remote File Include Vulnerability|x.x.x|x.x.x|com_wmtrssfeedreader|Webmaster-Tips.net Joomla! RSS Feed Reader is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25999/
Core||PCLTar.PHP Remote File Include Vulnerability|1.5.0|1.5.0||Joomla is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.An attacker can exploit these issues to execute malicious PHP code in the context of the webserver process. This may allow the attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25528/
Core||Multiple Input Validation Vulnerabilities|1.5.0|1.5.0||Joomla! is prone to multiple input-validation vulnerabilities because the application fails to sanitize user-supplied input. These issues include a cross-site scripting vulnerability and an SQL-injection vulnerability.A successful exploit may allow an attacker to steal cookie-based authentication credentials, execute malicious script code in a user's browser, compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/25508/
Component|com_tour_toto|Tour de France Pool Module mosConfig_absolute_path Remote File Include Vulnerability|x.x.x|x.x.x|Joomla Tour de France Pool 1.0.1|Tour de France Pool for Joomla is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25183/
Component|com_gmaps|GMaps Component Index.PHP SQL Injection Vulnerability|x.x.x|x.x.x|Firestorm Technologies GMaps 1.00|The Joomla! GMaps component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/25146/
Core||Multiple Security Vulnerabilities|1.0.0|1.0.12||Joomla! is prone to multiple security vulnerabilities, including cross-site scripting, HTTP-response-splitting, and session-fixation issues. These issues occur because of design and configuration weaknesses and because the application fails to properly sanitize user-supplied input in several cases.A successful exploit of these vulnerabilities could allow an attacker to steal cookie-based authentication credentials, inject arbitrary hostile code, or potentially hijack another user's session. Presumably, some of these issues may facilitate remote execution of arbitrary script code in a victim's browser. Other attacks are also possible.|http://www.securityfocus.com/bid/25122/
Component|com_neorecruit|NeoRecruit Component SQL Injection Vulnerability|x.x.x|x.x.x|NeoJoomla NeoRecruit 1.4|NeoRecruit is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/25578/ http://www.exploit-db.com/exploits/14570/
Component|com_restaurante|Comp Restaurante Component Index.PHP Arbitrary File Upload Vulnerability|x.x.x|x.x.x|Detodas Comp Restaurante|The Joomla! Comp Restaurante component is prone to a vulnerability that lets attackers upload arbitrary files because it fails to verify the type of file being uploaded.Exploiting this issue could allow attackers to upload and execute arbitrary script code in the context of the affected webserver process.|http://www.securityfocus.com/bid/25612/
Component|com_joomlaradiov5|Joomla!Radio Component Local File Include Vulnerability|x.x.x|x.x.x|Joomla!Radio 5.0|Joomla! Joomla!Radio component is prone to a local file-include vulnerability because it fails to properly sanitize user-supplied input.Exploiting this issue may allow an unauthorized user to view files and execute local scripts in the context of the webserver process.|http://www.securityfocus.com/bid/25664/
Component|com_joomlaflashfun|FlashFun Component mosConfig_live_site Remote File Include Vulnerability|x.x.x|x.x.x|RvA's Crappy Webhangout Joomla! FlashFun 1.0|The Joomla! FlashFun component is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25680/
Component|com_joom12pic|12Pictures Component MosConfig_Live_Site Remote File Include Vulnerability|x.x.x|x.x.x|RvA's Crappy Webhangout Joomla!12Pictures 1.0|The Joomla!12Pictures component is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25691/
Component|com_slideshow|com_slideshow Admin.Slideshow1.PHP Remote File Include Vulnerability|x.x.x|x.x.x|com_slideshow|The Joomla! com_slideshow component is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied data.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25760/
Component|com_panoramic|Webmaster-Tips.net Joomla! Panoramic Component Remote File Include Vulnerability|x.x.x|x.x.x|com_panoramic|Webmaster-Tips.net Joomla! Panoramic component is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25946/
Component|com_wmtgallery|Webmaster-Tips.net Joomla! Flash Image Gallery Component Remote File Include Vulnerability|x.x.x|x.x.x|com_wmtgallery|Webmaster-Tips.net Joomla! Flash Image Gallery component is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25958/
Component|com_wmtportfolio|Webmaster-Tips.net Joomla! WMT Portfolio Remote File Include Vulnerability|x.x.x|x.x.x|com_wmtportfolio|Webmaster-Tips.net Joomla! WMT Portfolio is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25959/
Component|com_mosmedia|Mambo/Joomla MOSMediaLite MosConfig_Absolute_Path Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|MOSMediaLite 4.5.1|The MOSMediaLite component is prone to multiple remote file-include vulnerabilities because it fails to sufficiently sanitize user-supplied data.Exploiting these issues may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/25960/
Component|index.php?mosConfig_absolute_path=|Template Module Index.PHP Remote File Include Vulnerability|x.x.x|x.x.x|Joomla Template Module Be2004-2|The Joomla Template module is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.An attacker can exploit these issues to execute malicious PHP code in the context of the webserver process. This may allow the attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/23549/
Component|com_jpack|Joomla/Mambo JoomlaPack Module MosConfig_Absolute_Path Remote File Include Vulnerability|x.x.x|x.x.x|Joomla JoomlaPack 1.0.4a2 RE|JoomlaPack is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/23529/
Core|lib/pcltar.php|PHPConcept PCLTar PCLTar.PHP Remote File Include Vulnerability|1.5.0|1.5.0||PclTar is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise applications that use the affected library as well as the underlying system; other attacks are also possible.NOTE: This vulnerability was originally thought to affect Joomla! directly. Further analysis has revealed that the issue affects the PclTar library. This record has been updated accordingly.|http://www.securityfocus.com/bid/23613/
Component|com_philaform|Phil-A-Form Component Index.PHP SQL Injection Vulnerability|x.x.x|x.x.x|Joomla Phil-a-Form Component 1.2.0.0|The Joomla Phil-A-Form component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/24211/
Component|com_jd-wiki|JD Wiki For Joomla Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|Joomla JD-Wiki 1.0.2|JD-Wiki is prone to multiple remote file-include vulnerabilities because it fails to properly sanitize user-supplied input.An attacker can exploit these issues to include arbitrary remote files containing malicious PHP code and execute it in the context of the webserver process. This may allow the attacker to compromise the application and to gain access to the underlying system.|http://www.securityfocus.com/bid/24342/
Component|com_letterman|Letterman Subscriber Module Mod_Lettermansubscribe.PHP Cross-Site Scripting Vulnerability|x.x.x|x.x.x|Joomla Letterman Subscriber Module 1.2.4-RC1|The Joomla! Letterman Subscriber module is prone to a cross-site scripting vulnerability because the application fails to properly sanitize user-supplied input.An attacker may leverage this issue to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may help the attacker steal cookie-based authentication credentials and launch other attacks.|http://www.securityfocus.com/bid/24479/
Component|com_forum|Joomla/Mambo Mod_Forum Component PHPBB_Root.PHP Remote File Include Vulnerability|x.x.x|x.x.x|com_forum|The 'mod_forum' component for Joomla and Mambo is prone to a remote file-include vulnerability because the application fails to properly sanitize user-supplied input.An attacker can exploit this issue to include arbitrary remote files containing malicious PHP code and execute it in the context of the webserver process. This may allow the attacker to compromise the application and to access the underlying system.|http://www.securityfocus.com/bid/24591/
Component|com_sitemap|Joomla/Mambo Com_SiteMap Component MosConfig_Absolute_Path Remote File Include Vulnerability|x.x.x|x.x.x|com_sitemap|The 'com_sitemap' component for Joomla/Mambo is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/24592/
Core||Administration Module Multiple Cross-Site Scripting Vulnerabilities|1.0.12|1.0.12||Joomla! is prone to multiple cross-site scripting vulnerabilities because the application fails to properly sanitize user-supplied input before using it in dynamically generated content.An attacker may leverage this issue to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may help the attacker steal cookie-based authentication credentials and launch other attacks.These issues affect Joomla! 1.0.12; other versions may also be affected.For an exploit to succeed, the victim must be authenticated with administrator privileges. Successful attacks can cause malicious code to be persistently injected into active sections of a vulnerable website.|http://www.securityfocus.com/bid/24663/
Component|com_expose|Pony Gallery Component Index.PHP SQL Injection Vulnerability|x.x.x|x.x.x|Joomla Expose Component RC35|Joomla Expose component is prone to a vulnerability that lets attackers upload arbitrary files.This issue occurs because the application fails to sufficiently sanitize user-supplied input. Exploiting this issue could allow an attacker to upload and execute arbitrary script code in the context of the affected webserver process. This may help the attacker compromise the application; other attacks are possible.|http://www.securityfocus.com/bid/24958/
Component|com_ponygallery|Pony Gallery Component Index.PHP SQL Injection Vulnerability|x.x.x|x.x.x|Joomla Pony Gallery Component 1.5|The Joomla Pony Gallery component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/24972/
Core||Search Component Remote Command Execution Vulnerability|1.5.0|1.5.0||Joomla! is prone to a remote command-execution vulnerability because it fails to adequately sanitize user-supplied data.Attackers can exploit this issue to execute arbitrary commands with the privileges of the affected application. Successful attacks may facilitate a compromise of the application and underlying webserver; other attacks are also possible.Joomla! 1.5 beta 2 is reported vulnerable; prior versions may be affected as well. Note that the stable version 1.0.13 is not affected by this issue.|http://www.securityfocus.com/bid/24997/
Core||Joomlaboard Component Multiple Remote File Include Vulnerabilities|1.1.0|1.1.5||The Joomlaboard component is prone to multiple remote file-include vulnerabilities because it fails to properly sanitize user-supplied input.An attacker can exploit these issues to include an arbitrary remote file containing malicious PHP code and execute it in the context of the webserver process. This may allow the attacker to compromise the application and to access the underlying system.|http://www.securityfocus.com/bid/23129/
Component|com_resman|WebFormatique Car Manager Joomla Component Index.PHP SQL Injection Vulnerability|x.x.x|x.x.x|webformatique Car Manager <= 1.1|Webformatique Car Manager component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/23131/
Component|com_rwcards|RWCards Component SQL Injection Vulnerability|x.x.x|x.x.x|Joomla RWCards Component 2.4.3|Joomla RWCards Component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/23126/
Component|com_ezine|D4JeZine Component Index.PHP SQL Injection Vulnerability|x.x.x|x.x.x|DesignForJoomla D4J eZine 2.8|The Joomla! D4JeZine component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database implementation. This issue may help the attacker gain unauthorized access.|http://www.securityfocus.com/bid/23165/
Component|contact_type.php|Mambo/Joomla Taskhopper MosConfig_Absolute_Path Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|Taskhopper 1.1|Taskhopper is prone to multiple remote file-include vulnerabilities because it fails to sufficiently sanitize user-supplied data.Exploiting these issues may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/23408/
Component|com_mosmedia|Mambo/Joomla Com_Mosmedia MosConfig_Absolute_Path Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|com_mosmedia|The 'com_mosmedia' component is prone to multiple remote file-include vulnerabilities because it fails to sufficiently sanitize user-supplied data.Exploiting these issues may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/23432/
Component|mod_as_category|Joomla/Mambo Autostand Category Module MosConfig_Absolute_Path Remote File Include Vulnerability|x.x.x|x.x.x|Autostand Category 1.1|Autostand Category is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/23490/
Component|com_articles|Mambo/Joomla New Article Component Absolute_Path Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|Mambo New Article Component 1.1|Mambo/Joomla New Article component is prone to multiple remote file-include vulnerabilities because it fails to sufficiently sanitize user-supplied data.Exploiting these issues may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/23513/
Core||Multiple Input Validation Vulnerabilities|1.0.0|1.0.3||Joomla is prone to multiple input validation vulnerabilities. These issues are due to a failure in the application to properly sanitize user-supplied input.The application is prone to multiple SQL injection vulnerabilities, multiple unspecified cross-site scripting vulnerabilities and a possibly security related error dealing with Media component file management functions.|http://www.securityfocus.com/bid/15526/
Core||Vcard Access Information Disclosure Vulnerability|1.0.0|1.0.5||Joomla is prone to an information disclosure vulnerability. This issue is due to a failure in the application to properly secure sensitive and privileged information.An attacker can exploit this issue to retrieve Vcard data. Such data consists of email addresses and other personal information. The information obtained may aid an attacker in harvesting email addresses for use in spam and malicious code attacks; other attacks are also possible.|http://www.securityfocus.com/bid/16185/
Core||IncludePath Remote File Include Vulnerability|1.0.0|1.0.0||Joomla is prone to a remote file-include vulnerability. This issue is due to a failure in the application to properly sanitize user-supplied input.An attacker can exploit this issue to include an arbitrary remote file containing malicious PHP code and execute it in the context of the webserver process. This may allow the attacker to compromise the application and gain access to the underlying system.|http://www.securityfocus.com/bid/18363/
Core||Multiple Input Validation Vulnerabilities|1.0.0|1.0.9||Joomla! is prone to multiple input-validation vulnerabilities. The issues include cross-site scripting and SQL-injection vulnerabilities. These issues are due to a failure in the application to properly sanitize user-supplied input.A successful exploit of these vulnerabilities could allow an attacker to compromise the application, access or modify data, steal cookie-based authentication credentials, or even exploit vulnerabilities in the underlying database implementation. Other attacks are also possible.|http://www.securityfocus.com/bid/18742/
Component|com_lmo|Liga Manager Online Joomla! Component Remote File Include Vulnerability|x.x.x|x.x.x|Joomla Liga Manager Online 2.0|Liga Manager Online Joomla! Component is prone to a remote file-include vulnerability.This issue is due to a failure in the application to properly sanitize user-supplied input. An attacker can exploit this issue to include an arbitrary remote file containing malicious PHP code and execute it in the context of the webserver process.This may allow the attacker to compromise the application and gain access to the underlying system.|http://www.securityfocus.com/bid/19234/
Component|com_jd-wiki|JD Wiki For Joomla Main.PHP Remote File Include Vulnerability|x.x.x|x.x.x|Joomla JD-Wiki 1.0.2|JD-Wiki is prone to a remote file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this issue to include arbitrary remote files containing malicious PHP code and execute it in the context of the webserver process. This may allow the attacker to compromise the application and to gain access to the underlying system.|http://www.securityfocus.com/bid/19373/
Component|com_webring|Webring Remote File Include Vulnerability|x.x.x|x.x.x|Joomla Webring Component 1.0|The Joomla Webring component is prone to a remote file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this issue to include an arbitrary remote file containing malicious PHP code and execute it in the context of the webserver process. This may allow the attacker to compromise the application and to access the underlying system.|http://www.securityfocus.com/bid/19492/
Component|com_webring|Joomla Webring Component Admin.Webring.Docs.PHP SQL Injection Vulnerability|x.x.x|x.x.x|Joomla Webring Component 1.0|The Joomla Webring component is prone to an SQL-injection vulnerability because the application fails to properly sanitize user-supplied input before using it in an SQL query.A successful exploit could allow an attacker to compromise the application, access or modify data, or exploit vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/19511/
Component|com_zoommedia|Z00m Media Gallery Component mosConfig_absolute_path Remote File Include Vulnerability|x.x.x|x.x.x|Z00m Media Gallery Z00m Media Gallery 2.5.1 RC1 - RC2|The Joomla Z00m Media Gallery component is prone to a remote file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this issue to include an arbitrary remote file containing malicious PHP code and execute it in the context of the webserver process. This may facilitate a compromise of the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/19601/
Component|com_kochsuite|Kochsuite Component mosConfig_absolute_path Remote File Include Vulnerability|x.x.x|x.x.x|Joomla Kochsuite 0.9.4|The Joomla Kochsuite component is prone to a remote file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this issue to include an arbitrary remote file containing malicious PHP code and execute it in the context of the webserver process. This may facilitate a compromise of the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/19590/
Core||Poll Component Multiple User Session Validation Vulnerability|1.0.10|1.0.10||The Joomla poll component is prone to multiple user-session-validation vulnerabilities.An attacker can exploit these issues to bypass session validation; this may lead to other attacks.|http://www.securityfocus.com/bid/19592/
Component|com_comprofiler|Mambo/Joomla Com_comprofiler Plugin.class.PHP Remote File Include Vulnerability|x.x.x|x.x.x|Joomla com_comprofiler Component 1.0 RC2|The Mambo and Joomla com_comprofiler component is prone to a remote file-include vulnerability because it fails to properly sanitize user-supplied input.An attacker can exploit this issue to include arbitrary remote files containing malicious PHP code and execute it in the context of the webserver process. This may allow the attacker to compromise the application and to gain access to the underlying system.|http://www.securityfocus.com/bid/19725/
Core||Mambo/Joomla CMS ID SQL Injection Vulnerability|1.0.10|1.0.10||Mambo/Joomla CMS are prone to a common SQL-injection because the applications fail to properly sanitize user-supplied input before using it in an SQL query.A successful exploit could allow an attacker to compromise the applications, access or modify data, or exploit vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/19734/
Core||Mambo/Joomla CMS Multiple SQL Injection Vulnerabilities|1.0.10|1.0.10||Mambo/Joomla CMS are prone to multiple SQL-injection vulnerabilities because the applications fail to properly sanitize user-supplied input before using it in an SQL query.A successful exploit could allow an attacker to compromise the applications, access or modify data, or exploit vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/19719/
Core||Multiple Security Vulnerabilities|1.0.0|1.0.10||Joomla! is prone to multiple security vulnerabilities, including varius cross-site scripting, code-injection, input-validation, and access-control-bypass issues. These issues are caused by design and configuration weaknesseses and by a failure in the application to properly sanitize user-supplied input in several cases.A number of these issues may have already been documented in other BIDs.A successful exploit of these vulnerabilities could allow an attacker to compromise the application, access or modify data, steal cookie-based authentication credentials, inject arbitrary hostile code, or even exploit vulnerabilities in the underlying system or database implementation. Presumably, some of these issues may facilitate remote unauthorized access. Other attacks are also possible.|http://www.securityfocus.com/bid/19749/
Component|com_banners|Banner Component Index.PHP SQL Injection Vulnerability|x.x.x|x.x.x|com_banners|The Joomla Banner component is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database implementation.|http://www.securityfocus.com/bid/20159/
Core|com_contact|VirtueMart Joomla ECommerce Edition Multiple Input Validation Vulnerabilities|1.0.11|1.0.11|VirtueMart Joomla eCommerce Edition 1.0.11|VirtueMart Joomla eCommerce Edition is prone to multiple input-validation vulnerabilities because the application fails to properly sanitize user-supplied input.An attacker can exploit these issues to execute arbitrary HTML and script code in the browser of a victim user in the context of the affected website. This may allow the attacker to steal cookie-based authentication credentials, to control how the site is rendered to the user, and to launch other attacks.|http://www.securityfocus.com/bid/20236/
